-0.070581,-0.055798,-0.250348,0.116629,0.066633,-0.174825,0.253131,0.025311
-0.172407,0.480993,-0.165958,-0.159242,0.131764,0.027674,0.277578,-0.472551
-0.055651,-0.295172,-0.226586,0.007747,0.004884,-0.417321,-0.227238,0.155495
0.362085,0.067246,0.493952,-0.288581,-0.110261,-0.006711,0.210200,0.030234
0.152646,-0.336678,-0.170625,0.001845,-0.744306,0.389269,0.028943,0.377606
0.544977,0.035741,0.184766,0.137775,-0.344218,-0.136673,-0.412499,-0.232129
-0.534341,0.335477,-0.097179,0.039448,0.226299,-0.337921,-0.494409,0.100795
0.006063,-0.016387,-0.032415,0.103511,-0.632901,-0.199283,0.406387,-0.152179
-0.350514,0.225638,-0.265194,0.222305,0.194468,-0.519966,0.136312,0.080820
0.136403,-0.763855,0.022459,0.336812,-0.436332,0.211184,0.177690,-0.494755
-0.130273,-0.262603,-0.446178,0.005685,-0.154614,0.651898,-0.136280,0.037506
-0.017583,0.053921,0.525812,-0.158728,0.084573,-0.158829,-0.158221,0.053608
-0.139196,-0.300932,0.145185,0.369203,-0.140271,-0.374472,0.205884,0.293455
0.440201,0.017152,0.225230,-0.371346,-0.294643,-0.386815,-0.058091,0.203510
-0.149477,0.079612,0.217803,0.298946,0.006871,-0.405115,0.109516,0.060832
-0.389884,-0.545727,0.373829,0.019914,-0.184227,0.303930,-0.225005,-0.208782
-0.132203,0.054844,-0.300190,-0.087749,-0.059833,-0.166503,0.160077,0.517009
0.024679,0.244244,0.104394,0.528985,0.560613,0.374007,-0.495669,0.391658
-0.193868,0.318401,-0.388739,0.555314,0.226425,-0.095977,0.151792,0.051897
0.652430,-0.606579,-0.142309,0.163211,0.446164,-0.072323,0.585681,0.340423
0.287217,-0.088092,-0.202555,0.143096,-0.482220,0.031556,0.306200,0.072258
0.441216,0.045834,0.112107,-0.381962,0.693231,0.028539,-0.440470,0.712246
-0.018864,0.475030,-0.331624,0.261425,0.184668,0.646458,0.194842,-0.822798
-0.194521,-0.319982,0.510299,0.041911,-0.014915,-0.094142,0.075549,-0.185444
-0.186437,0.481557,-0.124723,0.151606,-0.518052,-0.507530,0.221966,0.030453
-0.193851,0.014461,0.432910,0.162877,-0.134553,-0.007254,-0.149045,-0.254510
0.357967,-0.358215,-0.094635,-0.233807,-0.328133,-0.497860,-0.355735,0.610320
-0.034198,0.123640,-0.198810,-0.089178,0.077731,-0.297408,-0.283027,-2.964835
-0.198104,0.327651,-0.218569,-0.017225,-0.300189,-0.579156,-0.130868,0.534409
-0.128518,-0.155812,-0.281161,0.090193,-0.041578,0.393633,-0.323559,0.672615
-0.400215,0.488057,-0.284118,0.404930,0.499635,0.406496,0.376547,-0.127039
